ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_category,sales_category,sales_per_order
Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,23.68,4,0.2,7.4,Profit,Low,23.68
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Technology,Accessories,109.95,1,0.0,36.2835,Profit,Low,109.95
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,965.85,5,0.0,135.219,Profit,High,965.85
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,29.2,5,0.0,10.512,Profit,Low,29.2
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Paper,32.4,5,0.0,15.552,Profit,Low,32.4
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Envelopes,78.35,5,0.0,36.8245,Profit,Low,78.35
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,31.68,6,0.0,14.256,Profit,Low,31.68
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Binders,29.12,4,0.0,14.2688,Profit,Low,29.12
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Storage,169.45,5,0.0,42.3625,Profit,Low,169.45
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,12.56,2,0.0,4.0192,Profit,Low,12.56
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,6.48,1,0.0,3.1104,Profit,Low,6.48
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Envelopes,186.69,3,0.0,87.7443,Profit,Low,186.69
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,25.4,5,0.0,8.636,Profit,Low,25.4
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,43.96,2,0.0,20.6612,Profit,Low,43.96
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,1279.165,5,0.15,225.735,Profit,High,1279.165
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,27.92,4,0.0,0.5584,Profit,Low,27.92
Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,129.568,2,0.2,-12.9568,Loss,Low,129.568
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,6.368,2,0.2,2.1492,Profit,Low,6.368
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,244.55,5,0.0,114.9385,Profit,Low,244.55
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,1332.496,2,0.2,-299.8116,Loss,High,1332.496
First Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,32.776,1,0.2,3.2776,Profit,Low,32.776
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,147.184,2,0.2,-29.4368,Loss,Low,147.184
First Class,Home Office,United States,Aurora,Colorado,80013,West,Technology,Accessories,54.384,2,0.2,1.3596,Profit,Low,54.384
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,76.776,4,0.7,-58.8616,Loss,Low,76.776
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Paper,14.352,3,0.2,5.2026,Profit,Low,14.352
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,209.792,2,0.2,26.224,Profit,Low,209.792
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Office Supplies,Binders,3.304,1,0.2,1.1151,Profit,Low,3.304
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,16.38,9,0.0,7.371,Profit,Low,16.38
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,167.96,2,0.0,78.9412,Profit,Low,167.96
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,321.568,2,0.2,-16.0784,Loss,Low,321.568
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0.0,6.2208,Profit,Low,12.96
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,128.058,3,0.3,-23.7822,Loss,Low,128.058
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,63.686,1,0.3,-15.4666,Loss,Low,63.686
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Technology,Accessories,239.976,3,0.2,65.9934,Profit,Low,239.976
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Tables,344.22,2,0.4,-189.321,Loss,Low,344.22
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,15.552,3,0.2,5.4432,Profit,Low,15.552
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Furnishings,21.248,4,0.2,7.4368,Profit,Low,21.248
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,8.448,2,0.2,2.64,Profit,Low,8.448
Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,333.09,3,0.0,23.3163,Profit,Low,333.09
Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Furniture,Tables,248.98,2,0.0,54.7756,Profit,Low,248.98
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,24.9,5,0.0,11.703,Profit,Low,24.9
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,15.26,7,0.0,5.0358,Profit,Low,15.26
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,43.32,2,0.0,14.2956,Profit,Low,43.32
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,43.584,12,0.2,15.7992,Profit,Low,43.584
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,116.28,3,0.0,56.9772,Profit,Low,116.28
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,9.296,2,0.2,3.0212,Profit,Low,9.296
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.44,3,0.0,9.3312,Profit,Low,19.44
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,314.55,3,0.0,150.984,Profit,Low,314.55
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,16.27,5,0.8,-25.2185,Loss,Low,16.27
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,69.12,9,0.2,-14.688,Loss,Low,69.12
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.47,3,0.8,-7.8225,Loss,Low,4.47
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Tables,418.296,3,0.2,5.2287,Profit,Low,418.296
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,659.988,2,0.4,109.998,Profit,High,659.988
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,8.128,2,0.2,1.4224,Profit,Low,8.128
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,36.288,7,0.2,12.7008,Profit,Low,36.288
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,909.72,6,0.3,-51.984,Loss,High,909.72
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,917.9235,9,0.15,75.5937,Profit,High,917.9235
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0.0,19.0512,Profit,Low,38.88
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,631.176,4,0.7,-462.8624,Loss,High,631.176
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0.0,6.2208,Profit,Low,12.96
Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Paper,12.96,2,0.0,6.2208,Profit,Low,12.96
Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Binders,23.2,5,0.2,8.12,Profit,Low,23.2
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,25.92,5,0.2,9.072,Profit,Low,25.92
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,21.312,6,0.2,7.1928,Profit,Low,21.312
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,173.656,7,0.2,17.3656,Profit,Low,173.656
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,361.96,2,0.0,101.3488,Profit,Low,361.96
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,62.85,3,0.0,13.1985,Profit,Low,62.85
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,818.376,3,0.2,51.1485,Profit,High,818.376
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,20.34,1,0.0,0.2034,Profit,Low,20.34
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,23.99,1,0.0,5.5177,Profit,Low,23.99
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,171.288,3,0.2,-6.4233,Loss,Low,171.288
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,37.3,2,0.0,17.158,Profit,Low,37.3
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,81.96,2,0.0,39.3408,Profit,Low,81.96
First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,54.792,6,0.7,-40.1808,Loss,Low,54.792
First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,10.784,1,0.2,0.8088,Profit,Low,10.784
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,290.98,1,0.0,75.6548,Profit,Low,290.98
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,36.44,4,0.0,12.0252,Profit,Low,36.44
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,21.4,5,0.0,10.058,Profit,Low,21.4
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,48.664,7,0.2,15.8158,Profit,Low,48.664
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,16.56,4,0.0,6.9552,Profit,Low,16.56
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,1347.52,8,0.2,84.22,Profit,High,1347.52
Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Technology,Accessories,62.31,3,0.0,22.4316,Profit,Low,62.31
Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,20.32,4,0.0,6.9088,Profit,Low,20.32
Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Fasteners,9.432,3,0.2,3.0654,Profit,Low,9.432
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,34.86,7,0.0,16.0356,Profit,Low,34.86
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,89.34,6,0.0,24.1218,Profit,Low,89.34
Standard Class,Home Office,United States,Rome,New York,13440,East,Technology,Phones,269.98,2,0.0,67.495,Profit,Low,269.98
Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,Paper,99.9,5,0.0,47.952,Profit,Low,99.9
Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,Furnishings,39.08,4,0.0,14.4596,Profit,Low,39.08
Second Class,Corporate,United States,Marion,Ohio,43302,East,Technology,Accessories,116.832,4,0.2,33.5892,Profit,Low,116.832
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.296,2,0.8,-3.9032,Loss,Low,2.296
First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,408.006,2,0.1,72.5344,Profit,Low,408.006
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,40.44,3,0.0,10.5144,Profit,Low,40.44
Same Day,Home Office,United States,Manteca,California,95336,West,Furniture,Chairs,122.352,3,0.2,13.7646,Profit,Low,122.352
Same Day,Home Office,United States,Manteca,California,95336,West,Office Supplies,Envelopes,15.28,2,0.0,7.4872,Profit,Low,15.28
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,11.96,2,0.0,5.8604,Profit,Low,11.96
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,15.84,3,0.0,4.9104,Profit,Low,15.84
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,86.376,3,0.2,30.2316,Profit,Low,86.376
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,18.24,3,0.0,6.2016,Profit,Low,18.24
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,13.12,4,0.0,4.3296,Profit,Low,13.12
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Phones,105.98,2,0.0,1.0598,Profit,Low,105.98
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Tables,493.92,7,0.3,-28.224,Loss,Low,493.92
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,5.936,7,0.8,-8.904,Loss,Low,5.936
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Envelopes,325.86,2,0.0,149.8956,Profit,Low,325.86
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,383.607,9,0.3,-5.4801,Loss,Low,383.607
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,148.48,2,0.2,16.704,Profit,Low,148.48
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,537.544,7,0.2,53.7544,Profit,High,537.544
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,1.928,2,0.8,-2.9884,Loss,Low,1.928
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,6.912,3,0.2,0.6912,Profit,Low,6.912
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,7.76,1,0.6,-2.134,Loss,Low,7.76
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,659.168,4,0.2,49.4376,Profit,High,659.168
First Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Labels,5.76,2,0.0,2.8224,Profit,Low,5.76
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,351.216,3,0.2,4.3902,Profit,Low,351.216
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,230.28,3,0.2,23.028,Profit,Low,230.28
Second Class,Consumer,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Binders,56.82,3,0.0,28.41,Profit,Low,56.82
First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Fasteners,31.56,4,0.0,14.202,Profit,Low,31.56
First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,27.92,4,0.0,0.5584,Profit,Low,27.92
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,8.559,1,0.7,-6.5619,Loss,Low,8.559
Standard Class,Corporate,United States,El Paso,Texas,79907,Central,Office Supplies,Envelopes,49.568,2,0.2,17.9684,Profit,Low,49.568
First Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,127.869,3,0.3,-9.1335,Loss,Low,127.869
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,271.44,3,0.0,122.148,Profit,Low,271.44
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,110.352,3,0.2,8.2764,Profit,Low,110.352
Second Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,36.4,5,0.0,13.832,Profit,Low,36.4
Standard Class,Home Office,United States,Miramar,Florida,33023,South,Furniture,Chairs,419.136,4,0.2,-57.6312,Loss,Low,419.136
Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,100.704,6,0.2,-1.2588,Loss,Low,100.704
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,45.216,3,0.2,4.5216,Profit,Low,45.216
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,28.782,6,0.7,-21.1068,Loss,Low,28.782
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,24.448,4,0.2,8.8624,Profit,Low,24.448
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,10.476,6,0.8,-17.2854,Loss,Low,10.476
Second Class,Home Office,United States,San Jose,California,95123,West,Furniture,Furnishings,76.14,3,0.0,26.649,Profit,Low,76.14
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Art,21.24,3,0.0,8.0712,Profit,Low,21.24
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Binders,127.96,2,0.0,60.1412,Profit,Low,127.96
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Copiers,479.984,2,0.2,89.997,Profit,Low,479.984
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,657.93,7,0.0,184.2204,Profit,High,657.93
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Furniture,Furnishings,33.48,4,0.0,8.7048,Profit,Low,33.48
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,13.9,5,0.0,3.614,Profit,Low,13.9
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,26.86,2,0.0,6.715,Profit,Low,26.86
Standard Class,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,Binders,9.584,1,0.2,3.3544,Profit,Low,9.584
Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,Binders,113.1,3,0.0,56.55,Profit,Low,113.1
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,65.78,11,0.0,32.2322,Profit,Low,65.78
Standard Class,Corporate,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories,239.7,6,0.0,105.468,Profit,Low,239.7
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,25.632,3,0.2,3.8448,Profit,Low,25.632
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,23.616,8,0.2,7.9704,Profit,Low,23.616
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,8.26,2,0.0,3.7996,Profit,Low,8.26
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Envelopes,76.58,7,0.0,38.29,Profit,Low,76.58
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Art,8.8,5,0.0,4.224,Profit,Low,8.8
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Binders,590.352,6,0.2,206.6232,Profit,High,590.352
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Fasteners,5.58,3,0.0,0.1674,Profit,Low,5.58
Second Class,Home Office,United States,Danville,California,94526,West,Furniture,Furnishings,25.02,3,0.0,10.5084,Profit,Low,25.02
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Storage,452.55,7,0.0,22.6275,Profit,Low,452.55
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,17.76,2,0.0,4.9728,Profit,Low,17.76
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,302.384,2,0.2,30.2384,Profit,Low,302.384
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,146.352,3,0.2,-5.4882,Loss,Low,146.352
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,7.9,2,0.0,2.054,Profit,Low,7.9
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,902.712,3,0.2,33.8517,Profit,High,902.712
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,53.97,3,0.0,15.1116,Profit,Low,53.97
Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,33.92,8,0.0,13.2288,Profit,Low,33.92
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Supplies,21.81,3,0.0,5.8887,Profit,Low,21.81
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,91.6,5,0.0,26.564,Profit,Low,91.6
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,150.98,1,0.0,43.7842,Profit,Low,150.98
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Envelopes,137.25,9,0.0,63.135,Profit,Low,137.25
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Fasteners,11.52,4,0.0,5.4144,Profit,Low,11.52
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,18.272,1,0.2,5.9384,Profit,Low,18.272
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,153.728,4,0.2,53.8048,Profit,Low,153.728
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,12.224,2,0.2,4.4312,Profit,Low,12.224
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,167.944,7,0.2,50.3832,Profit,Low,167.944
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,45.99,1,0.0,13.3371,Profit,Low,45.99
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,535.41,3,0.0,160.623,Profit,High,535.41
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,6.096,2,0.2,2.0574,Profit,Low,6.096
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,45.36,7,0.0,21.7728,Profit,Low,45.36
Standard Class,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,47.12,8,0.0,20.7328,Profit,Low,47.12
Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Office Supplies,Binders,31.36,4,0.0,15.68,Profit,Low,31.36
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,47.616,3,0.2,3.5712,Profit,Low,47.616
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,23.48,5,0.2,8.218,Profit,Low,23.48
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,62.79,3,0.8,-166.3935,Loss,Low,62.79
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,28.44,9,0.2,4.266,Profit,Low,28.44
Second Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Accessories,134.376,3,0.2,6.7188,Profit,Low,134.376
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Phones,589.9,2,0.0,147.475,Profit,High,589.9
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,542.94,3,0.0,141.1644,Profit,High,542.94
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Copiers,2879.952,6,0.2,1007.9832,Profit,High,2879.952
First Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,90.48,3,0.2,33.93,Profit,Low,90.48
Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,77.55,5,0.0,21.714,Profit,Low,77.55
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Supplies,8.832,3,0.2,-1.9872,Loss,Low,8.832
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,177.536,4,0.2,62.1376,Profit,Low,177.536
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,258.48,2,0.2,-3.231,Loss,Low,258.48
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,14.136,3,0.2,4.2408,Profit,Low,14.136
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,77.55,5,0.0,20.163,Profit,Low,77.55
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,24.88,2,0.0,6.9664,Profit,Low,24.88
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,140.75,5,0.0,39.41,Profit,Low,140.75
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,36.63,3,0.0,9.8901,Profit,Low,36.63
Same Day,Consumer,United States,Mount Pleasant,Michigan,48858,Central,Furniture,Furnishings,17.14,2,0.0,6.1704,Profit,Low,17.14
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,51.75,5,0.0,24.84,Profit,Low,51.75
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,123.96,3,0.0,11.1564,Profit,Low,123.96
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,586.398,6,0.15,34.494,Profit,High,586.398
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,80.98,1,0.0,3.2392,Profit,Low,80.98
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,242.94,3,0.0,9.7176,Profit,Low,242.94
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,123.92,4,0.0,33.4584,Profit,Low,123.92
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,12.39,3,0.0,5.6994,Profit,Low,12.39
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,47.3,2,0.0,12.298,Profit,Low,47.3
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Technology,Copiers,1599.92,8,0.0,751.9624,Profit,High,1599.92
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,11.09,1,0.0,5.4341,Profit,Low,11.09
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Binders,3.168,4,0.7,-2.5344,Loss,Low,3.168
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Chairs,579.136,4,0.2,-28.9568,Loss,High,579.136
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,6.368,2,0.2,2.1492,Profit,Low,6.368
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,558.4,2,0.2,41.88,Profit,High,558.4
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,145.764,2,0.1,-8.098,Loss,Low,145.764
Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,13.62,3,0.0,6.129,Profit,Low,13.62
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,434.646,3,0.1,62.7822,Profit,Low,434.646
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,440.19,9,0.0,206.8893,Profit,Low,440.19
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,64.4,5,0.0,1.932,Profit,Low,64.4
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,244.55,5,0.0,114.9385,Profit,Low,244.55
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,195.76,4,0.0,97.88,Profit,Low,195.76
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,11.76,2,0.0,5.7624,Profit,Low,11.76
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage,166.45,5,0.0,39.948,Profit,Low,166.45
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,2.88,1,0.0,1.3536,Profit,Low,2.88
